date,fold,strategy_label,paired_trade_id,bar_entry,side,strike,contract_idx,delta_at_entry,spread_at_entry,context_spread_at_entry,entry_mid,trigger_vwap_dist_min_prior,trigger_vwap_dist_now,first15_acceptance_at_entry,bar_delta_at_entry,bar_exit,exit_mid,bars_held,exit_reason,gross_pct,spread_cost_pct,net_pct,net_pnl_dollars,vix_regime_at_entry
2025-09-26,3,strategy,-1,39,P,6625.0,208,-0.4907975196838379,0.061250001192092896,0.12454212456941605,14.0,0.0019744604360312223,-0.0013978180941194296,-0.3159268796443939,-0.331877738237381,45,18.200000762939453,6,target_first15,0.30000005449567524,0.008,0.29200005449567523,408.8000762939453,-0.33000001311302185
2025-09-30,3,strategy,-1,38,P,6650.0,235,-0.47176921367645264,0.03373873978853226,0.08088818192481995,11.100000381469727,0.00120091054122895,-0.00032827642280608416,-0.23686477541923523,-0.7666666507720947,41,12.699999809265137,3,target_first15,0.14414408764043282,0.008,0.13614408764043281,151.11994247436522,-0.33000001311302185
2025-10-03,3,strategy,-1,31,P,6730.0,243,-0.5298468470573425,0.06880342215299606,0.16887417435646057,11.699999809265137,0.001107014250010252,-0.0007914140005595982,-0.43176180124282837,-0.6323907375335693,32,0.0,1,target_first15,-1.0,0.008,-1.008,-1179.3599807739258,-0.33000001311302185
2025-10-10,3,strategy,-1,56,C,6755.0,293,0.4719572067260742,0.051851850003004074,0.1320754736661911,8.100000381469727,-0.0012786595616489649,0.0002925168373622,0.27272728085517883,0.3730570077896118,58,5.900000095367432,2,stop_vwap,-0.2716049608016327,0.008,-0.2796049608016327,-226.48002891540528,-0.33000001311302185
2025-10-13,3,strategy,-1,57,P,6625.0,178,-0.4873872995376587,0.03442623093724251,0.029556650668382645,18.299999237060547,0.001357302418909967,-0.0017460205126553774,-0.5171673893928528,-0.7491525411605835,64,11.819999694824219,7,stop_vwap,-0.3540983504039306,0.00848000020980835,-0.36257835061373894,-663.5183539606095,0.33000001311302185
2025-10-14,3,strategy,-1,31,C,6590.0,194,0.5071982741355896,0.04805871099233627,0.1309255063533783,21.1200008392334,-0.0010089463321492076,0.0019871103577315807,0.4422207772731781,0.10873786360025406,32,22.100000381469727,1,target_first15,0.04640149163326925,0.00848000020980835,0.03792149142346091,80.09019306884765,0.33000001311302185
2025-10-16,3,strategy,-1,51,C,6695.0,204,0.49611896276474,0.03274853900074959,0.09815950691699982,17.100000381469727,-0.0017883542459458113,0.000434968329500407,0.25604671239852905,0.9055117964744568,56,13.899999618530273,5,stop_vwap,-0.18713454336568947,0.00848000020980835,-0.19561454357549782,-334.5008769762039,0.33000001311302185
2025-10-17,3,strategy,-1,87,P,6620.0,298,-0.504945695400238,0.019999999552965164,0.03952569141983986,26.399999618530273,0.0014440665254369378,-0.0014689866220578551,-0.040163375437259674,-0.4591194987297058,92,19.399999618530273,5,stop_vwap,-0.26515151898285144,0.006360000157356262,-0.2715115191402077,-716.7904001728059,0.33000001311302185
2025-10-21,3,strategy,-1,57,P,6730.0,200,-0.465984046459198,0.05776698887348175,0.1120000034570694,10.300000190734863,0.0011384442914277315,-0.0002553346275817603,-0.6161290407180786,-0.14642857015132904,58,12.699999809265137,1,target_first15,0.2330096673871074,0.008,0.2250096673871074,231.75996170043942,-0.33000001311302185
2025-10-23,3,strategy,-1,53,C,6715.0,168,0.5209948420524597,0.056204378604888916,0.17322835326194763,13.699999809265137,-0.0018094468396157026,9.382601274410263e-05,0.8949320316314697,0.9858585596084595,56,15.699999809265137,3,target_first15,0.14598540349229971,0.008,0.1379854034922997,189.04000015258788,-0.33000001311302185
2025-10-31,3,strategy,-1,117,P,6860.0,331,-0.4979148507118225,0.05155038833618164,0.1149425283074379,12.899999618530273,0.0012564711505547166,-7.348854705924168e-05,-0.46097737550735474,-0.9375,120,12.930000305175781,3,time_stop,0.0023256346924548097,0.006,-0.0036743653075451905,-4.739931106567383,-0.33000001311302185
2025-11-07,3,strategy,-1,31,P,6675.0,202,-0.498307466506958,0.029032258316874504,0.0764719694852829,21.700000762939453,0.0014642052119597793,-0.00039926706813275814,-0.3093567192554474,-0.4545454680919647,36,28.479999542236328,5,target_first15,0.31244232907476016,0.00848000020980835,0.30396232886495184,659.5982768274307,0.33000001311302185
2025-11-11,3,strategy,-1,117,P,6820.0,173,-0.534429132938385,0.06045454367995262,0.15331010520458221,11.0,0.0013147583231329918,-9.436447726329789e-05,-0.732899010181427,-0.7513368725776672,118,12.699999809265137,1,target_first15,0.1545454372059215,0.006,0.1485454372059215,163.39998092651365,-0.33000001311302185
2025-11-13,3,strategy,-1,37,C,6815.0,170,0.48064902424812317,0.05388188362121582,0.1501501500606537,15.069999694824219,-0.0014789379201829433,0.0003320096293464303,0.0568326935172081,0.9408866763114929,42,19.899999618530273,5,target_first15,0.3205043146327943,0.008,0.31250431463279427,470.94399261474615,-0.33000001311302185
