trade_number,session,month,segment,stage,decision_time,side,contract_id,score_margin,one_contract_premium,baseline_quantity,candidate_quantity,quantity_delta,baseline_pnl,candidate_pnl,incremental_pnl,skip_reason,is_scaled,is_skipped
1,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T14:15:00+00:00,PUT,SPXW-20241001-05710.000-P,0.19455630874633778,2480.0,1,1,0,-50.0,-50.0,0.0,,False,False
2,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T14:21:00+00:00,CALL,SPXW-20241001-05675.000-C,0.7771383652687072,3100.0,1,1,0,300.0,300.0,0.0,,False,False
3,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T14:41:00+00:00,CALL,SPXW-20241001-05675.000-C,2.2233448753356932,3400.0,1,1,0,-460.0,-460.0,0.0,,False,False
4,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T15:19:00+00:00,CALL,SPXW-20241001-05665.000-C,1.1291123757362365,2640.0,1,1,0,2430.0,2430.0,0.0,,False,False
5,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T17:31:00+00:00,CALL,SPXW-20241001-05680.000-C,2.4742115268707274,1590.0,1,1,0,1510.0,1510.0,0.0,,False,False
6,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T18:43:00+00:00,CALL,SPXW-20241001-05715.000-C,2.6176714429855346,1300.0,1,1,0,-170.0,-170.0,0.0,,False,False
7,2024-10-01,2024-10,q4_2024_external,external_stress,2024-10-01T19:14:00+00:00,CALL,SPXW-20241001-05695.000-C,1.7770849595069884,2620.0,1,1,0,350.0,350.0,0.0,,False,False
8,2024-10-02,2024-10,q4_2024_external,external_stress,2024-10-02T14:00:00+00:00,CALL,SPXW-20241002-05675.000-C,0.6469549069404601,2540.0,1,1,0,620.0,620.0,0.0,,False,False
9,2024-10-02,2024-10,q4_2024_external,external_stress,2024-10-02T14:25:00+00:00,CALL,SPXW-20241002-05665.000-C,0.9702699909210204,3520.0000000000005,1,1,0,1790.0,1790.0,0.0,,False,False
10,2024-10-02,2024-10,q4_2024_external,external_stress,2024-10-02T15:19:00+00:00,CALL,SPXW-20241002-05685.000-C,1.6854823360443114,3420.0000000000005,1,1,0,100.0,100.0,0.0,,False,False
11,2024-10-03,2024-10,q4_2024_external,external_stress,2024-10-03T14:00:00+00:00,CALL,SPXW-20241003-05690.000-C,0.4334408769607544,2050.0,1,1,0,1240.0,1240.0,0.0,,False,False
12,2024-10-03,2024-10,q4_2024_external,external_stress,2024-10-03T14:13:00+00:00,PUT,SPXW-20241003-05705.000-P,1.1834786663055419,920.0,1,1,0,1300.0,1300.0,0.0,,False,False
13,2024-10-03,2024-10,q4_2024_external,external_stress,2024-10-03T14:32:00+00:00,CALL,SPXW-20241003-05680.000-C,1.7563036212921141,2180.0,1,1,0,360.0,360.0,0.0,,False,False
14,2024-10-03,2024-10,q4_2024_external,external_stress,2024-10-03T14:51:00+00:00,CALL,SPXW-20241003-05695.000-C,2.2099234590530394,1590.0,1,1,0,-350.0,-350.0,0.0,,False,False
15,2024-10-04,2024-10,q4_2024_external,external_stress,2024-10-04T14:02:00+00:00,CALL,SPXW-20241004-05700.000-C,0.6067498455047606,3250.0,1,1,0,-870.0,-870.0,0.0,,False,False
16,2024-10-04,2024-10,q4_2024_external,external_stress,2024-10-04T14:27:00+00:00,PUT,SPXW-20241004-05720.000-P,1.572627616882324,1990.0,1,0,-1,510.0,0.0,-510.0,daily_loss_stop,False,True
17,2024-10-04,2024-10,q4_2024_external,external_stress,2024-10-04T14:40:00+00:00,CALL,SPXW-20241004-05680.000-C,1.2132994661331176,3229.9999999999995,1,0,-1,1280.0,0.0,-1280.0,daily_loss_stop,False,True
18,2024-10-04,2024-10,q4_2024_external,external_stress,2024-10-04T15:13:00+00:00,PUT,SPXW-20241004-05750.000-P,0.8063852319717406,3020.0,1,0,-1,1390.0,0.0,-1390.0,daily_loss_stop,False,True
19,2024-10-07,2024-10,q4_2024_external,external_stress,2024-10-07T14:04:00+00:00,CALL,SPXW-20241007-05715.000-C,1.1842711696624755,2220.0,1,1,0,300.0,300.0,0.0,,False,False
20,2024-10-07,2024-10,q4_2024_external,external_stress,2024-10-07T14:29:00+00:00,CALL,SPXW-20241007-05705.000-C,1.5956649312973021,3210.0,1,1,0,-130.0,-130.0,0.0,,False,False
21,2024-10-07,2024-10,q4_2024_external,external_stress,2024-10-07T14:51:00+00:00,CALL,SPXW-20241007-05725.000-C,1.6918015012741088,1520.0,1,1,0,30.0,30.0,0.0,,False,False
22,2024-10-07,2024-10,q4_2024_external,external_stress,2024-10-07T15:20:00+00:00,CALL,SPXW-20241007-05705.000-C,1.3745105991363524,3360.0,1,1,0,-30.0,-30.0,0.0,,False,False
23,2024-10-08,2024-10,q4_2024_external,external_stress,2024-10-08T14:00:00+00:00,CALL,SPXW-20241008-05710.000-C,1.265035642147064,2340.0,1,1,0,-60.0,-60.0,0.0,,False,False
24,2024-10-08,2024-10,q4_2024_external,external_stress,2024-10-08T14:25:00+00:00,CALL,SPXW-20241008-05710.000-C,0.5507623085975646,2180.0,1,1,0,1100.0,1100.0,0.0,,False,False
25,2024-10-09,2024-10,q4_2024_external,external_stress,2024-10-09T14:00:00+00:00,CALL,SPXW-20241009-05725.000-C,0.43911190128326394,3379.9999999999995,1,1,0,160.0,160.0,0.0,,False,False
26,2024-10-09,2024-10,q4_2024_external,external_stress,2024-10-09T14:25:00+00:00,CALL,SPXW-20241009-05730.000-C,2.2526512870788573,3270.0000000000005,1,1,0,120.0,120.0,0.0,,False,False
27,2024-10-09,2024-10,q4_2024_external,external_stress,2024-10-09T14:39:00+00:00,CALL,SPXW-20241009-05730.000-C,1.549304796218872,3440.0,1,1,0,750.0,750.0,0.0,,False,False
28,2024-10-10,2024-10,q4_2024_external,external_stress,2024-10-10T14:00:00+00:00,CALL,SPXW-20241010-05760.000-C,0.750890625476837,2090.0,1,1,0,660.0,660.0,0.0,,False,False
29,2024-10-10,2024-10,q4_2024_external,external_stress,2024-10-10T14:26:00+00:00,CALL,SPXW-20241010-05750.000-C,1.099423421382904,3150.0,1,1,0,-30.0,-30.0,0.0,,False,False
30,2024-10-11,2024-10,q4_2024_external,external_stress,2024-10-11T14:01:00+00:00,CALL,SPXW-20241011-05775.000-C,0.8086124191284179,2110.0,1,1,0,2150.0,2150.0,0.0,,False,False
31,2024-10-11,2024-10,q4_2024_external,external_stress,2024-10-11T15:04:00+00:00,CALL,SPXW-20241011-05790.000-C,0.6172657141685485,2470.0,1,1,0,70.0,70.0,0.0,,False,False
32,2024-10-11,2024-10,q4_2024_external,external_stress,2024-10-11T15:27:00+00:00,CALL,SPXW-20241011-05790.000-C,1.3162725100517272,2430.0,1,1,0,140.0,140.0,0.0,,False,False
33,2024-10-11,2024-10,q4_2024_external,external_stress,2024-10-11T17:30:00+00:00,CALL,SPXW-20241011-05780.000-C,1.5368190536499022,2930.0,1,1,0,310.0,310.0,0.0,,False,False
34,2024-10-14,2024-10,q4_2024_external,external_stress,2024-10-14T14:00:00+00:00,CALL,SPXW-20241014-05820.000-C,0.50005526638031,3450.0,1,1,0,-210.0,-210.0,0.0,,False,False
35,2024-10-14,2024-10,q4_2024_external,external_stress,2024-10-14T14:23:00+00:00,CALL,SPXW-20241014-05835.000-C,1.3333170840740203,1990.0,1,1,0,120.0,120.0,0.0,,False,False
36,2024-10-14,2024-10,q4_2024_external,external_stress,2024-10-14T14:36:00+00:00,CALL,SPXW-20241014-05835.000-C,1.243715448141098,2340.0,1,1,0,-840.0,-840.0,0.0,,False,False
37,2024-10-14,2024-10,q4_2024_external,external_stress,2024-10-14T15:02:00+00:00,CALL,SPXW-20241014-05835.000-C,2.0385767946243285,1510.0,1,0,-1,250.0,0.0,-250.0,daily_loss_stop,False,True
38,2024-10-15,2024-10,q4_2024_external,external_stress,2024-10-15T14:10:00+00:00,PUT,SPXW-20241015-05880.000-P,0.9521238336563109,2130.0,1,1,0,130.0,130.0,0.0,,False,False
39,2024-10-15,2024-10,q4_2024_external,external_stress,2024-10-15T14:35:00+00:00,PUT,SPXW-20241015-05850.000-P,1.4818912873268126,1290.0,1,1,0,540.0,540.0,0.0,,False,False
40,2024-10-16,2024-10,q4_2024_external,external_stress,2024-10-16T14:03:00+00:00,CALL,SPXW-20241016-05790.000-C,1.0402313003540038,2540.0,1,1,0,1300.0,1300.0,0.0,,False,False
41,2024-10-16,2024-10,q4_2024_external,external_stress,2024-10-16T14:28:00+00:00,CALL,SPXW-20241016-05805.000-C,1.9660205969810485,2540.0,1,1,0,-580.0,-580.0,0.0,,False,False
42,2024-10-16,2024-10,q4_2024_external,external_stress,2024-10-16T14:54:00+00:00,CALL,SPXW-20241016-05790.000-C,2.639220191001892,3279.9999999999995,1,1,0,210.0,210.0,0.0,,False,False
43,2024-10-17,2024-10,q4_2024_external,external_stress,2024-10-17T14:01:00+00:00,PUT,SPXW-20241017-05860.000-P,1.596198631286621,1150.0,1,1,0,410.0,410.0,0.0,,False,False
44,2024-10-17,2024-10,q4_2024_external,external_stress,2024-10-17T14:37:00+00:00,PUT,SPXW-20241017-05865.000-P,2.3998239765167235,1630.0,1,1,0,130.0,130.0,0.0,,False,False
45,2024-10-17,2024-10,q4_2024_external,external_stress,2024-10-17T15:02:00+00:00,PUT,SPXW-20241017-05870.000-P,3.2059145698547358,2400.0,1,1,0,-500.0,-500.0,0.0,,False,False
46,2024-10-17,2024-10,q4_2024_external,external_stress,2024-10-17T18:11:00+00:00,PUT,SPXW-20241017-05855.000-P,2.9355656633377074,1130.0,1,1,0,140.0,140.0,0.0,,False,False
47,2024-10-18,2024-10,q4_2024_external,external_stress,2024-10-18T14:03:00+00:00,CALL,SPXW-20241018-05830.000-C,0.6656831035614013,2620.0,1,1,0,-10.0,-10.0,0.0,,False,False
48,2024-10-18,2024-10,q4_2024_external,external_stress,2024-10-18T14:40:00+00:00,CALL,SPXW-20241018-05840.000-C,1.7127173075675963,1789.9999999999998,1,1,0,90.0,90.0,0.0,,False,False
49,2024-10-18,2024-10,q4_2024_external,external_stress,2024-10-18T15:06:00+00:00,CALL,SPXW-20241018-05845.000-C,1.9196931848526,1440.0,1,1,0,150.0,150.0,0.0,,False,False
50,2024-10-18,2024-10,q4_2024_external,external_stress,2024-10-18T17:31:00+00:00,CALL,SPXW-20241018-05850.000-C,1.5832725296020507,1600.0,1,1,0,140.0,140.0,0.0,,False,False
51,2024-10-18,2024-10,q4_2024_external,external_stress,2024-10-18T18:09:00+00:00,CALL,SPXW-20241018-05850.000-C,2.0445972213745116,1689.9999999999998,1,1,0,300.0,300.0,0.0,,False,False
52,2024-10-21,2024-10,q4_2024_external,external_stress,2024-10-21T14:03:00+00:00,CALL,SPXW-20241021-05845.000-C,1.475474012851715,1840.0,1,1,0,140.0,140.0,0.0,,False,False
53,2024-10-21,2024-10,q4_2024_external,external_stress,2024-10-21T14:28:00+00:00,PUT,SPXW-20241021-05870.000-P,1.3150161633491515,1490.0,1,1,0,1040.0,1040.0,0.0,,False,False
54,2024-10-21,2024-10,q4_2024_external,external_stress,2024-10-21T15:02:00+00:00,PUT,SPXW-20241021-05845.000-P,2.754141403198242,960.0,1,1,0,990.0,990.0,0.0,,False,False
55,2024-10-22,2024-10,q4_2024_external,external_stress,2024-10-22T14:01:00+00:00,CALL,SPXW-20241022-05815.000-C,0.7637732157707213,2160.0,1,1,0,260.0,260.0,0.0,,False,False
56,2024-10-22,2024-10,q4_2024_external,external_stress,2024-10-22T14:27:00+00:00,CALL,SPXW-20241022-05810.000-C,0.8448913822174071,2620.0,1,1,0,-80.0,-80.0,0.0,,False,False
57,2024-10-22,2024-10,q4_2024_external,external_stress,2024-10-22T14:44:00+00:00,PUT,SPXW-20241022-05845.000-P,1.087170732975006,1670.0,1,1,0,-660.0,-660.0,0.0,,False,False
58,2024-10-23,2024-10,q4_2024_external,external_stress,2024-10-23T14:04:00+00:00,PUT,SPXW-20241023-05840.000-P,1.1472647020816802,1580.0,1,1,0,280.0,280.0,0.0,,False,False
59,2024-10-23,2024-10,q4_2024_external,external_stress,2024-10-23T14:54:00+00:00,PUT,SPXW-20241023-05835.000-P,2.1382483372688292,1540.0,1,1,0,70.0,70.0,0.0,,False,False
60,2024-10-23,2024-10,q4_2024_external,external_stress,2024-10-23T15:11:00+00:00,PUT,SPXW-20241023-05835.000-P,1.192616654396057,1870.0,1,1,0,820.0,820.0,0.0,,False,False
61,2024-10-24,2024-10,q4_2024_external,external_stress,2024-10-24T14:02:00+00:00,CALL,SPXW-20241024-05790.000-C,1.2623815069198607,2680.0,1,1,0,-250.0,-250.0,0.0,,False,False
62,2024-10-24,2024-10,q4_2024_external,external_stress,2024-10-24T14:32:00+00:00,CALL,SPXW-20241024-05795.000-C,0.5210920701026915,2170.0,1,1,0,-380.0,-380.0,0.0,,False,False
63,2024-10-25,2024-10,q4_2024_external,external_stress,2024-10-25T14:01:00+00:00,CALL,SPXW-20241025-05840.000-C,1.0515926311016082,1960.0,1,1,0,220.0,220.0,0.0,,False,False
64,2024-10-25,2024-10,q4_2024_external,external_stress,2024-10-25T15:26:00+00:00,PUT,SPXW-20241025-05855.000-P,1.9725794324874877,1190.0,1,1,0,820.0,820.0,0.0,,False,False
65,2024-10-25,2024-10,q4_2024_external,external_stress,2024-10-25T17:30:00+00:00,PUT,SPXW-20241025-05835.000-P,2.9202006587982177,1540.0,1,1,0,600.0,600.0,0.0,,False,False
66,2024-10-25,2024-10,q4_2024_external,external_stress,2024-10-25T17:47:00+00:00,CALL,SPXW-20241025-05780.000-C,1.5624057779312133,3290.0,1,1,0,730.0,730.0,0.0,,False,False
67,2024-10-25,2024-10,q4_2024_external,external_stress,2024-10-25T18:13:00+00:00,CALL,SPXW-20241025-05780.000-C,1.5890157947540282,2620.0,1,1,0,700.0,700.0,0.0,,False,False
68,2024-10-28,2024-10,q4_2024_external,external_stress,2024-10-28T14:23:00+00:00,CALL,SPXW-20241028-05810.000-C,0.9593699703216552,3100.0,1,1,0,30.0,30.0,0.0,,False,False
69,2024-10-28,2024-10,q4_2024_external,external_stress,2024-10-28T14:49:00+00:00,CALL,SPXW-20241028-05820.000-C,0.9579573402404784,2340.0,1,1,0,-210.0,-210.0,0.0,,False,False
70,2024-10-29,2024-10,q4_2024_external,external_stress,2024-10-29T14:01:00+00:00,CALL,SPXW-20241029-05785.000-C,1.3268602619171141,3400.0,1,1,0,370.0,370.0,0.0,,False,False
71,2024-10-29,2024-10,q4_2024_external,external_stress,2024-10-29T14:30:00+00:00,CALL,SPXW-20241029-05810.000-C,1.5834556350708007,1810.0,1,1,0,360.0,360.0,0.0,,False,False
72,2024-10-29,2024-10,q4_2024_external,external_stress,2024-10-29T14:57:00+00:00,CALL,SPXW-20241029-05805.000-C,1.2164629230499266,2780.0,1,1,0,40.0,40.0,0.0,,False,False
73,2024-10-30,2024-10,q4_2024_external,external_stress,2024-10-30T14:00:00+00:00,CALL,SPXW-20241030-05810.000-C,1.0454093346595763,2950.0,1,1,0,570.0,570.0,0.0,,False,False
74,2024-10-30,2024-10,q4_2024_external,external_stress,2024-10-30T14:37:00+00:00,CALL,SPXW-20241030-05825.000-C,1.3906526098251342,2210.0,1,1,0,-60.0,-60.0,0.0,,False,False
75,2024-10-30,2024-10,q4_2024_external,external_stress,2024-10-30T15:01:00+00:00,CALL,SPXW-20241030-05825.000-C,1.8955966958999633,1930.0,1,1,0,-150.0,-150.0,0.0,,False,False
76,2024-10-31,2024-10,q4_2024_external,external_stress,2024-10-31T14:17:00+00:00,CALL,SPXW-20241031-05720.000-C,1.053646219730377,3400.0,1,1,0,-1020.0,-1020.0,0.0,,False,False
77,2024-10-31,2024-10,q4_2024_external,external_stress,2024-10-31T15:20:00+00:00,CALL,SPXW-20241031-05710.000-C,0.6505419740676879,2340.0,1,0,-1,-310.0,-0.0,310.0,daily_loss_stop,False,True
78,2024-10-31,2024-10,q4_2024_external,external_stress,2024-10-31T18:30:00+00:00,CALL,SPXW-20241031-05705.000-C,2.26117427444458,1890.0,1,0,-1,-220.0,-0.0,220.0,daily_loss_stop,False,True
79,2024-10-31,2024-10,q4_2024_external,external_stress,2024-10-31T19:20:00+00:00,CALL,SPXW-20241031-05705.000-C,2.1960424909591674,2670.0,1,0,-1,-530.0,-0.0,530.0,daily_loss_stop,False,True
80,2024-11-01,2024-11,q4_2024_external,external_stress,2024-11-01T14:07:00+00:00,CALL,SPXW-20241101-05730.000-C,1.2687116394042968,2640.0,1,1,0,1170.0,1170.0,0.0,,False,False
81,2024-11-01,2024-11,q4_2024_external,external_stress,2024-11-01T15:04:00+00:00,CALL,SPXW-20241101-05745.000-C,0.5254948267936705,2200.0,1,1,0,70.0,70.0,0.0,,False,False
82,2024-11-01,2024-11,q4_2024_external,external_stress,2024-11-01T18:04:00+00:00,CALL,SPXW-20241101-05715.000-C,2.054184926509857,2360.0,1,2,1,-60.0,-120.0,-60.0,,True,False
83,2024-11-01,2024-11,q4_2024_external,external_stress,2024-11-01T18:38:00+00:00,PUT,SPXW-20241101-05750.000-P,2.5981736907958983,1410.0,1,2,1,-70.0,-140.0,-70.0,,True,False
84,2024-11-01,2024-11,q4_2024_external,external_stress,2024-11-01T19:06:00+00:00,CALL,SPXW-20241101-05710.000-C,1.4566208848953246,2970.0,1,1,0,610.0,610.0,0.0,,False,False
85,2024-11-04,2024-11,q4_2024_external,external_stress,2024-11-04T15:01:00+00:00,CALL,SPXW-20241104-05700.000-C,0.9513966569900512,3479.9999999999995,1,1,0,150.0,150.0,0.0,,False,False
86,2024-11-04,2024-11,q4_2024_external,external_stress,2024-11-04T15:29:00+00:00,CALL,SPXW-20241104-05720.000-C,0.2987179288864137,2270.0,1,1,0,-90.0,-90.0,0.0,,False,False
87,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T15:08:00+00:00,CALL,SPXW-20241105-05745.000-C,0.9997154006958007,2110.0,1,1,0,220.0,220.0,0.0,,False,False
88,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T15:36:00+00:00,CALL,SPXW-20241105-05740.000-C,0.5603365430831908,2630.0,1,1,0,630.0,630.0,0.0,,False,False
89,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T16:07:00+00:00,CALL,SPXW-20241105-05735.000-C,0.9189897904396056,2860.0,1,1,0,310.0,310.0,0.0,,False,False
90,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T16:24:00+00:00,CALL,SPXW-20241105-05740.000-C,1.1864352355003356,2970.0,1,1,0,180.0,180.0,0.0,,False,False
91,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T18:37:00+00:00,PUT,SPXW-20241105-05770.000-P,2.4728387126922606,869.9999999999999,1,2,1,-160.0,-320.0,-160.0,,True,False
92,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T19:00:00+00:00,CALL,SPXW-20241105-05740.000-C,1.8389721641540526,3090.0,1,1,0,210.0,210.0,0.0,,False,False
93,2024-11-05,2024-11,q4_2024_external,external_stress,2024-11-05T19:21:00+00:00,CALL,SPXW-20241105-05745.000-C,2.3386103043556212,2640.0,1,2,1,200.0,400.0,200.0,,True,False
94,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T15:00:00+00:00,CALL,SPXW-20241106-05860.000-C,0.37504310703277577,3070.0,1,1,0,1450.0,1450.0,0.0,,False,False
95,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T15:26:00+00:00,CALL,SPXW-20241106-05875.000-C,0.7425199279785155,3240.0,1,1,0,-1010.0,-1010.0,0.0,,False,False
96,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T16:00:00+00:00,PUT,SPXW-20241106-05910.000-P,0.6554947028160094,2670.0,1,1,0,-590.0,-590.0,0.0,,False,False
97,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T18:32:00+00:00,CALL,SPXW-20241106-05910.000-C,1.939346743583679,1340.0,1,1,0,100.0,100.0,0.0,,False,False
98,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T18:54:00+00:00,CALL,SPXW-20241106-05890.000-C,2.093544674873352,3100.0,1,1,0,-20.0,-20.0,0.0,,False,False
99,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T19:19:00+00:00,CALL,SPXW-20241106-05895.000-C,2.119751287460327,2640.0,1,1,0,190.0,190.0,0.0,,False,False
100,2024-11-06,2024-11,q4_2024_external,external_stress,2024-11-06T19:36:00+00:00,CALL,SPXW-20241106-05895.000-C,1.7625895271301268,2850.0,1,1,0,-100.0,-100.0,0.0,,False,False
101,2024-11-07,2024-11,q4_2024_external,external_stress,2024-11-07T15:01:00+00:00,CALL,SPXW-20241107-05930.000-C,0.4818518290519713,3420.0000000000005,1,1,0,60.0,60.0,0.0,,False,False
102,2024-11-07,2024-11,q4_2024_external,external_stress,2024-11-07T15:36:00+00:00,CALL,SPXW-20241107-05935.000-C,0.03467352485656727,3190.0,1,1,0,380.0,380.0,0.0,,False,False
103,2024-11-08,2024-11,q4_2024_external,external_stress,2024-11-08T15:01:00+00:00,CALL,SPXW-20241108-05965.000-C,1.6485452184677123,2770.0,1,1,0,-120.0,-120.0,0.0,,False,False
104,2024-11-08,2024-11,q4_2024_external,external_stress,2024-11-08T15:27:00+00:00,CALL,SPXW-20241108-05975.000-C,0.9463853368759154,1840.0,1,1,0,100.0,100.0,0.0,,False,False
105,2024-11-11,2024-11,q4_2024_external,external_stress,2024-11-11T15:04:00+00:00,PUT,SPXW-20241111-06010.000-P,2.160098982810974,1030.0,1,1,0,0.0,0.0,0.0,,False,False
106,2024-11-11,2024-11,q4_2024_external,external_stress,2024-11-11T15:55:00+00:00,CALL,SPXW-20241111-06000.000-C,2.0353196392059325,1580.0,1,1,0,-160.0,-160.0,0.0,,False,False
107,2024-11-12,2024-11,q4_2024_external,external_stress,2024-11-12T15:02:00+00:00,PUT,SPXW-20241112-06035.000-P,1.3510906229019164,3150.0,1,1,0,600.0,600.0,0.0,,False,False
108,2024-11-12,2024-11,q4_2024_external,external_stress,2024-11-12T15:44:00+00:00,PUT,SPXW-20241112-06010.000-P,1.4271527061462401,1770.0,1,1,0,270.0,270.0,0.0,,False,False
109,2024-11-13,2024-11,q4_2024_external,external_stress,2024-11-13T15:00:00+00:00,PUT,SPXW-20241113-05985.000-P,1.9783051738739013,910.0,1,1,0,970.0,970.0,0.0,,False,False
110,2024-11-13,2024-11,q4_2024_external,external_stress,2024-11-13T15:32:00+00:00,CALL,SPXW-20241113-05960.000-C,2.128166152000427,2460.0,1,2,1,270.0,540.0,270.0,,True,False
111,2024-11-13,2024-11,q4_2024_external,external_stress,2024-11-13T16:27:00+00:00,CALL,SPXW-20241113-05970.000-C,1.301768196582794,2490.0,1,1,0,210.0,210.0,0.0,,False,False
112,2024-11-14,2024-11,q4_2024_external,external_stress,2024-11-14T15:12:00+00:00,PUT,SPXW-20241114-05985.000-P,0.7810214290618895,1620.0,1,1,0,-160.0,-160.0,0.0,,False,False
113,2024-11-14,2024-11,q4_2024_external,external_stress,2024-11-14T15:56:00+00:00,PUT,SPXW-20241114-05995.000-P,1.6308250555992125,1689.9999999999998,1,1,0,440.0,440.0,0.0,,False,False
114,2024-11-14,2024-11,q4_2024_external,external_stress,2024-11-14T20:06:00+00:00,PUT,SPXW-20241114-05955.000-P,2.9200623760223388,730.0,1,2,1,-50.0,-100.0,-50.0,,True,False
115,2024-11-15,2024-11,q4_2024_external,external_stress,2024-11-15T15:00:00+00:00,PUT,SPXW-20241115-05925.000-P,1.0450370440483092,2740.0,1,1,0,1240.0,1240.0,0.0,,False,False
116,2024-11-15,2024-11,q4_2024_external,external_stress,2024-11-15T15:26:00+00:00,PUT,SPXW-20241115-05900.000-P,1.9963508973121642,2110.0,1,1,0,160.0,160.0,0.0,,False,False
117,2024-11-15,2024-11,q4_2024_external,external_stress,2024-11-15T15:51:00+00:00,PUT,SPXW-20241115-05895.000-P,2.1779232153892516,1530.0,1,2,1,320.0,640.0,320.0,,True,False
118,2024-11-18,2024-11,q4_2024_external,external_stress,2024-11-18T15:01:00+00:00,CALL,SPXW-20241118-05845.000-C,0.6216253170967101,2960.0,1,1,0,620.0,620.0,0.0,,False,False
119,2024-11-18,2024-11,q4_2024_external,external_stress,2024-11-18T15:26:00+00:00,CALL,SPXW-20241118-05870.000-C,1.3791524896621703,1739.9999999999998,1,1,0,940.0,940.0,0.0,,False,False
120,2024-11-19,2024-11,q4_2024_external,external_stress,2024-11-19T15:01:00+00:00,CALL,SPXW-20241119-05840.000-C,0.9984140524864196,2780.0,1,1,0,320.0,320.0,0.0,,False,False
121,2024-11-19,2024-11,q4_2024_external,external_stress,2024-11-19T15:15:00+00:00,PUT,SPXW-20241119-05885.000-P,0.6915936002731322,2410.0,1,1,0,-1150.0,-1150.0,0.0,,False,False
122,2024-11-19,2024-11,q4_2024_external,external_stress,2024-11-19T15:41:00+00:00,CALL,SPXW-20241119-05855.000-C,2.168709708213806,3160.0,1,0,-1,780.0,0.0,-780.0,daily_loss_stop,False,True
123,2024-11-19,2024-11,q4_2024_external,external_stress,2024-11-19T18:33:00+00:00,CALL,SPXW-20241119-05890.000-C,1.396391523838043,1910.0,1,0,-1,1460.0,0.0,-1460.0,daily_loss_stop,False,True
124,2024-11-19,2024-11,q4_2024_external,external_stress,2024-11-19T19:36:00+00:00,CALL,SPXW-20241119-05880.000-C,2.371766758918762,2630.0,1,0,-1,80.0,0.0,-80.0,daily_loss_stop,False,True
125,2024-11-20,2024-11,q4_2024_external,external_stress,2024-11-20T15:05:00+00:00,PUT,SPXW-20241120-05890.000-P,1.1446513662338256,1430.0,1,1,0,1450.0,1450.0,0.0,,False,False
126,2024-11-20,2024-11,q4_2024_external,external_stress,2024-11-20T15:24:00+00:00,CALL,SPXW-20241120-05845.000-C,1.3871175775527953,2870.0,1,1,0,1210.0,1210.0,0.0,,False,False
127,2024-11-20,2024-11,q4_2024_external,external_stress,2024-11-20T15:49:00+00:00,CALL,SPXW-20241120-05855.000-C,2.064858389854431,3200.0,1,1,0,380.0,380.0,0.0,,False,False
128,2024-11-20,2024-11,q4_2024_external,external_stress,2024-11-20T16:06:00+00:00,PUT,SPXW-20241120-05890.000-P,1.8730224499702453,1380.0,1,1,0,470.0,470.0,0.0,,False,False
129,2024-11-20,2024-11,q4_2024_external,external_stress,2024-11-20T16:27:00+00:00,PUT,SPXW-20241120-05895.000-P,1.4452941844463347,2400.0,1,1,0,370.0,370.0,0.0,,False,False
130,2024-11-21,2024-11,q4_2024_external,external_stress,2024-11-21T15:01:00+00:00,PUT,SPXW-20241121-05915.000-P,0.8416648635864257,2300.0,1,1,0,460.0,460.0,0.0,,False,False
131,2024-11-21,2024-11,q4_2024_external,external_stress,2024-11-21T15:12:00+00:00,CALL,SPXW-20241121-05890.000-C,1.6305463144779204,2300.0,1,1,0,1280.0,1280.0,0.0,,False,False
132,2024-11-21,2024-11,q4_2024_external,external_stress,2024-11-21T15:26:00+00:00,PUT,SPXW-20241121-05915.000-P,1.566697431564331,2240.0,1,1,0,880.0,880.0,0.0,,False,False
133,2024-11-21,2024-11,q4_2024_external,external_stress,2024-11-21T15:33:00+00:00,CALL,SPXW-20241121-05870.000-C,0.7463231811523436,2920.0,1,1,0,3090.0,3090.0,0.0,,False,False
134,2024-11-22,2024-11,q4_2024_external,external_stress,2024-11-22T15:01:00+00:00,CALL,SPXW-20241122-05950.000-C,0.7341897020339965,2380.0,1,1,0,-660.0,-660.0,0.0,,False,False
135,2024-11-22,2024-11,q4_2024_external,external_stress,2024-11-22T15:26:00+00:00,PUT,SPXW-20241122-05975.000-P,1.084324521780014,2150.0,1,1,0,210.0,210.0,0.0,,False,False
