trade_number,session,month,segment,stage,decision_time,exit_time,side,contract_id,score_margin,one_contract_premium,baseline_quantity,candidate_quantity,quantity_delta,baseline_pnl,candidate_pnl,incremental_pnl,candidate_cash_before,candidate_cash_after,candidate_drawdown_pct_before,candidate_daily_pnl_before,premium_exposure,skip_reason,is_scaled,is_skipped
631,2025-11-12,2025-11,q4_2025,test,2025-11-12T16:27:00+00:00,2025-11-12T16:33:00+00:00,CALL,SPXW-20251112-06820.000-C,1.1683437952995301,2550.0,1,1,0,650.0,650.0,0.0,232640.0,233290.0,0.002786,1660.0,2550.0,,False,False
632,2025-11-13,2025-11,q4_2025,test,2025-11-13T15:00:00+00:00,2025-11-13T15:04:00+00:00,CALL,SPXW-20251113-06780.000-C,0.9846232662200929,3490.0,1,1,0,-280.0,-280.0,0.0,233290.0,233010.0,0.0,0.0,3490.0,,False,False
633,2025-11-13,2025-11,q4_2025,test,2025-11-13T15:06:00+00:00,2025-11-13T15:21:00+00:00,CALL,SPXW-20251113-06800.000-C,1.084503365516663,1840.0,1,1,0,1040.0,1040.0,0.0,233010.0,234050.0,0.004443,-280.0,1840.0,,False,False
634,2025-11-13,2025-11,q4_2025,test,2025-11-13T15:26:00+00:00,2025-11-13T15:35:00+00:00,PUT,SPXW-20251113-06840.000-P,0.6224058399200441,3100.0,1,1,0,1370.0,1370.0,0.0,234050.0,235420.0,0.005819,760.0,3100.0,,False,False
635,2025-11-13,2025-11,q4_2025,test,2025-11-13T15:41:00+00:00,2025-11-13T15:58:00+00:00,PUT,SPXW-20251113-06825.000-P,0.6447919139862062,3240.0,1,1,0,1810.0,1810.0,0.0,235420.0,237230.0,0.00763,2130.0,3240.0,,False,False
636,2025-11-14,2025-11,q4_2025,test,2025-11-14T15:06:00+00:00,2025-11-14T15:11:00+00:00,CALL,SPXW-20251114-06680.000-C,0.7470541725158693,3240.0,1,1,0,410.0,410.0,0.0,237230.0,237640.0,0.001725,0.0,3240.0,,False,False
637,2025-11-14,2025-11,q4_2025,test,2025-11-14T15:14:00+00:00,2025-11-14T15:23:00+00:00,CALL,SPXW-20251114-06670.000-C,0.8794031867980958,3510.0,1,1,0,1200.0,1200.0,0.0,237640.0,238840.0,0.005024,410.0,3510.0,,False,False
638,2025-11-14,2025-11,q4_2025,test,2025-11-14T15:27:00+00:00,2025-11-14T15:32:00+00:00,CALL,SPXW-20251114-06700.000-C,1.3556552658081056,2520.0,1,1,0,320.0,320.0,0.0,238840.0,239160.0,0.001338,1610.0,2520.0,,False,False
639,2025-11-14,2025-11,q4_2025,test,2025-11-14T15:32:00+00:00,2025-11-14T15:55:00+00:00,CALL,SPXW-20251114-06700.000-C,0.8084710369110109,2870.0,1,1,0,1900.0,1900.0,0.0,239160.0,241060.0,0.007882,1930.0,2870.0,,False,False
640,2025-11-14,2025-11,q4_2025,test,2025-11-14T18:30:00+00:00,2025-11-14T18:31:00+00:00,CALL,SPXW-20251114-06720.000-C,1.0588191280364994,3360.0,1,1,0,200.0,200.0,0.0,241060.0,241260.0,0.000829,3830.0,3360.0,,False,False
641,2025-11-14,2025-11,q4_2025,test,2025-11-14T18:32:00+00:00,2025-11-14T18:34:00+00:00,CALL,SPXW-20251114-06730.000-C,1.2029450664520265,2420.0,1,1,0,430.0,430.0,0.0,241260.0,241690.0,0.001779,4030.0,2420.0,,False,False
642,2025-11-14,2025-11,q4_2025,test,2025-11-14T18:45:00+00:00,2025-11-14T18:49:00+00:00,CALL,SPXW-20251114-06705.000-C,0.5125857124328614,3390.0,1,1,0,-10.0,-10.0,0.0,241690.0,241680.0,0.0,4460.0,3390.0,,False,False
643,2025-11-14,2025-11,q4_2025,test,2025-11-14T18:51:00+00:00,2025-11-14T18:56:00+00:00,CALL,SPXW-20251114-06725.000-C,1.4980345199108125,2160.0,1,1,0,1010.0,1010.0,0.0,241680.0,242690.0,0.004162,4450.0,2160.0,,False,False
644,2025-11-14,2025-11,q4_2025,test,2025-11-14T18:58:00+00:00,2025-11-14T19:01:00+00:00,CALL,SPXW-20251114-06720.000-C,0.9636889228820802,3150.0,1,1,0,320.0,320.0,0.0,242690.0,243010.0,0.001317,5460.0,3150.0,,False,False
645,2025-11-17,2025-11,q4_2025,test,2025-11-17T15:00:00+00:00,2025-11-17T15:03:00+00:00,CALL,SPXW-20251117-06725.000-C,1.0921717414855958,3110.0,1,1,0,-100.0,-100.0,0.0,243010.0,242910.0,0.0,0.0,3110.0,,False,False
646,2025-11-17,2025-11,q4_2025,test,2025-11-17T15:12:00+00:00,2025-11-17T15:17:00+00:00,CALL,SPXW-20251117-06710.000-C,1.053641868591309,3510.0,1,1,0,140.0,140.0,0.0,242910.0,243050.0,0.000576,-100.0,3510.0,,False,False
647,2025-11-17,2025-11,q4_2025,test,2025-11-17T15:17:00+00:00,2025-11-17T15:28:00+00:00,PUT,SPXW-20251117-06765.000-P,1.5318456420898439,3460.0,1,1,0,460.0,460.0,0.0,243050.0,243510.0,0.001889,40.0,3460.0,,False,False
648,2025-11-17,2025-11,q4_2025,test,2025-11-17T15:34:00+00:00,2025-11-17T15:39:00+00:00,CALL,SPXW-20251117-06700.000-C,0.5582419166564945,3310.0,1,1,0,80.0,80.0,0.0,243510.0,243590.0,0.000328,500.0,3310.0,,False,False
649,2025-11-17,2025-11,q4_2025,test,2025-11-17T15:42:00+00:00,2025-11-17T15:51:00+00:00,PUT,SPXW-20251117-06745.000-P,1.1467340717315675,3240.0,1,1,0,-370.0,-370.0,0.0,243590.0,243220.0,0.0,580.0,3240.0,,False,False
650,2025-11-17,2025-11,q4_2025,test,2025-11-17T16:10:00+00:00,2025-11-17T16:15:00+00:00,CALL,SPXW-20251117-06685.000-C,0.7609446773529054,3350.0,1,1,0,-420.0,-420.0,0.0,243220.0,242800.0,0.001519,210.0,3350.0,,False,False
651,2025-11-17,2025-11,q4_2025,test,2025-11-17T18:42:00+00:00,2025-11-17T18:49:00+00:00,CALL,SPXW-20251117-06680.000-C,1.271274043083191,2540.0,1,1,0,1090.0,1090.0,0.0,242800.0,243890.0,0.004469,-210.0,2540.0,,False,False
652,2025-11-18,2025-11,q4_2025,test,2025-11-18T15:01:00+00:00,2025-11-18T15:06:00+00:00,PUT,SPXW-20251118-06620.000-P,1.3922917971611024,3400.0,1,1,0,920.0,920.0,0.0,243890.0,244810.0,0.003758,0.0,3400.0,,False,False
653,2025-11-18,2025-11,q4_2025,test,2025-11-18T15:10:00+00:00,2025-11-18T15:13:00+00:00,PUT,SPXW-20251118-06620.000-P,1.3501731882095338,3379.9999999999995,1,1,0,790.0,790.0,0.0,244810.0,245600.0,0.003217,920.0,3379.9999999999995,,False,False
654,2025-11-18,2025-11,q4_2025,test,2025-11-18T15:27:00+00:00,2025-11-18T15:30:00+00:00,PUT,SPXW-20251118-06625.000-P,1.1569855937957765,2960.0,1,1,0,530.0,530.0,0.0,245600.0,246130.0,0.002153,1710.0,2960.0,,False,False
655,2025-11-18,2025-11,q4_2025,test,2025-11-18T15:31:00+00:00,2025-11-18T15:32:00+00:00,PUT,SPXW-20251118-06610.000-P,1.152551127433777,2340.0,1,1,0,460.0,460.0,0.0,246130.0,246590.0,0.001865,2240.0,2340.0,,False,False
656,2025-11-18,2025-11,q4_2025,test,2025-11-18T15:34:00+00:00,2025-11-18T15:41:00+00:00,PUT,SPXW-20251118-06625.000-P,1.1133671531677247,3290.0,1,1,0,910.0,910.0,0.0,246590.0,247500.0,0.003677,2700.0,3290.0,,False,False
657,2025-11-18,2025-11,q4_2025,test,2025-11-18T15:41:00+00:00,2025-11-18T15:42:00+00:00,CALL,SPXW-20251118-06600.000-C,1.5631281266212464,2300.0,1,1,0,460.0,460.0,0.0,247500.0,247960.0,0.001855,3610.0,2300.0,,False,False
658,2025-11-18,2025-11,q4_2025,test,2025-11-18T18:30:00+00:00,2025-11-18T18:34:00+00:00,CALL,SPXW-20251118-06630.000-C,1.2514180669784547,2740.0,1,1,0,710.0,710.0,0.0,247960.0,248670.0,0.002855,4070.0,2740.0,,False,False
659,2025-11-19,2025-11,q4_2025,test,2025-11-19T15:24:00+00:00,2025-11-19T15:30:00+00:00,CALL,SPXW-20251119-06665.000-C,1.072487843990326,2440.0,1,1,0,40.0,40.0,0.0,248670.0,248710.0,0.000161,0.0,2440.0,,False,False
660,2025-11-19,2025-11,q4_2025,test,2025-11-19T15:43:00+00:00,2025-11-19T15:48:00+00:00,CALL,SPXW-20251119-06650.000-C,0.20946867561340343,2850.0,1,1,0,-170.0,-170.0,0.0,248710.0,248540.0,0.0,40.0,2850.0,,False,False
661,2025-11-19,2025-11,q4_2025,test,2025-11-19T15:55:00+00:00,2025-11-19T16:07:00+00:00,PUT,SPXW-20251119-06685.000-P,1.4044613370895387,3479.9999999999995,1,1,0,1540.0,1540.0,0.0,248540.0,250080.0,0.006158,-130.0,3479.9999999999995,,False,False
662,2025-11-19,2025-11,q4_2025,test,2025-11-19T16:07:00+00:00,2025-11-19T16:10:00+00:00,CALL,SPXW-20251119-06615.000-C,0.9191027412414552,3370.0000000000005,1,1,0,120.0,120.0,0.0,250080.0,250200.0,0.00048,1410.0,3370.0000000000005,,False,False
663,2025-11-19,2025-11,q4_2025,test,2025-11-19T16:20:00+00:00,2025-11-19T16:23:00+00:00,CALL,SPXW-20251119-06620.000-C,0.4239872226715089,3080.0,1,1,0,190.0,190.0,0.0,250200.0,250390.0,0.000759,1530.0,3080.0,,False,False
664,2025-11-19,2025-11,q4_2025,test,2025-11-19T16:23:00+00:00,2025-11-19T16:30:00+00:00,PUT,SPXW-20251119-06670.000-P,2.4947331676483158,3310.0,1,1,0,580.0,580.0,0.0,250390.0,250970.0,0.002311,1720.0,3310.0,,False,False
665,2025-11-19,2025-11,q4_2025,test,2025-11-19T18:32:00+00:00,2025-11-19T18:38:00+00:00,PUT,SPXW-20251119-06655.000-P,2.328769994735718,2770.0,1,2,1,-760.0,-1520.0,-760.0,250970.0,249450.0,0.0,2300.0,5540.0,,True,False
666,2025-11-19,2025-11,q4_2025,test,2025-11-19T18:43:00+00:00,2025-11-19T18:47:00+00:00,PUT,SPXW-20251119-06655.000-P,2.383969856262207,2550.0,1,2,1,490.0,980.0,490.0,249450.0,250430.0,0.006057,780.0,5100.0,,True,False
667,2025-11-19,2025-11,q4_2025,test,2025-11-19T19:45:00+00:00,2025-11-19T19:56:00+00:00,CALL,SPXW-20251119-06595.000-C,1.2637655863761903,2200.0,1,1,0,1740.0,1740.0,0.0,250430.0,252170.0,0.0069,1760.0,2200.0,,False,False
668,2025-11-20,2025-11,q4_2025,test,2025-11-20T15:00:00+00:00,2025-11-20T15:05:00+00:00,CALL,SPXW-20251120-06745.000-C,1.0163516530990602,3140.0,1,1,0,-10.0,-10.0,0.0,252170.0,252160.0,0.0,0.0,3140.0,,False,False
669,2025-11-20,2025-11,q4_2025,test,2025-11-20T15:06:00+00:00,2025-11-20T15:17:00+00:00,PUT,SPXW-20251120-06780.000-P,0.9298259744644166,2890.0,1,1,0,1060.0,1060.0,0.0,252160.0,253220.0,0.004186,-10.0,2890.0,,False,False
670,2025-11-20,2025-11,q4_2025,test,2025-11-20T15:20:00+00:00,2025-11-20T15:29:00+00:00,CALL,SPXW-20251120-06735.000-C,0.3435726890563966,3190.0,1,1,0,480.0,480.0,0.0,253220.0,253700.0,0.001892,1050.0,3190.0,,False,False
671,2025-11-20,2025-11,q4_2025,test,2025-11-20T15:31:00+00:00,2025-11-20T15:38:00+00:00,CALL,SPXW-20251120-06740.000-C,1.2803232798576356,3360.0,1,1,0,380.0,380.0,0.0,253700.0,254080.0,0.001496,1530.0,3360.0,,False,False
672,2025-11-20,2025-11,q4_2025,test,2025-11-20T15:43:00+00:00,2025-11-20T15:46:00+00:00,CALL,SPXW-20251120-06740.000-C,1.6680920550823213,3410.0,1,1,0,140.0,140.0,0.0,254080.0,254220.0,0.000551,1910.0,3410.0,,False,False
673,2025-11-20,2025-11,q4_2025,test,2025-11-20T15:58:00+00:00,2025-11-20T16:15:00+00:00,PUT,SPXW-20251120-06775.000-P,1.641239715576172,3050.0,1,1,0,3120.0,3120.0,0.0,254220.0,257340.0,0.012124,2050.0,3050.0,,False,False
674,2025-11-21,2025-11,q4_2025,test,2025-11-21T15:07:00+00:00,2025-11-21T15:12:00+00:00,PUT,SPXW-20251121-06575.000-P,1.3250865468978883,3429.9999999999995,1,1,0,770.0,770.0,0.0,257340.0,258110.0,0.002983,0.0,3429.9999999999995,,False,False
675,2025-11-21,2025-11,q4_2025,test,2025-11-21T15:17:00+00:00,2025-11-21T15:23:00+00:00,PUT,SPXW-20251121-06560.000-P,1.709400309085846,3510.0,1,1,0,-140.0,-140.0,0.0,258110.0,257970.0,0.0,770.0,3510.0,,False,False
676,2025-11-21,2025-11,q4_2025,test,2025-11-21T15:24:00+00:00,2025-11-21T15:26:00+00:00,CALL,SPXW-20251121-06555.000-C,0.921881748199463,3090.0,1,1,0,530.0,530.0,0.0,257970.0,258500.0,0.00205,630.0,3090.0,,False,False
677,2025-11-21,2025-11,q4_2025,test,2025-11-21T15:33:00+00:00,2025-11-21T15:34:00+00:00,PUT,SPXW-20251121-06550.000-P,2.0513209829330443,3050.0,1,1,0,360.0,360.0,0.0,258500.0,258860.0,0.001391,1160.0,3050.0,,False,False
678,2025-11-21,2025-11,q4_2025,test,2025-11-21T15:57:00+00:00,2025-11-21T15:58:00+00:00,PUT,SPXW-20251121-06560.000-P,2.0159250030517577,3050.0,1,1,0,580.0,580.0,0.0,258860.0,259440.0,0.002236,1520.0,3050.0,,False,False
679,2025-11-21,2025-11,q4_2025,test,2025-11-21T16:21:00+00:00,2025-11-21T16:27:00+00:00,CALL,SPXW-20251121-06540.000-C,1.1894727478027345,3370.0000000000005,1,1,0,660.0,660.0,0.0,259440.0,260100.0,0.002537,2100.0,3370.0000000000005,,False,False
680,2025-11-21,2025-11,q4_2025,test,2025-11-21T16:29:00+00:00,2025-11-21T16:31:00+00:00,CALL,SPXW-20251121-06555.000-C,1.245265913963318,3320.0000000000005,1,1,0,520.0,520.0,0.0,260100.0,260620.0,0.001995,2760.0,3320.0000000000005,,False,False
681,2025-11-21,2025-11,q4_2025,test,2025-11-21T18:30:00+00:00,2025-11-21T18:33:00+00:00,CALL,SPXW-20251121-06575.000-C,1.0448740253448487,3270.0000000000005,1,1,0,760.0,760.0,0.0,260620.0,261380.0,0.002908,3280.0,3270.0000000000005,,False,False
682,2025-11-21,2025-11,q4_2025,test,2025-11-21T18:48:00+00:00,2025-11-21T18:52:00+00:00,CALL,SPXW-20251121-06595.000-C,0.9258738288879396,3290.0,1,1,0,2780.0,2780.0,0.0,261380.0,264160.0,0.010524,4040.0,3290.0,,False,False
683,2025-11-21,2025-11,q4_2025,test,2025-11-21T19:55:00+00:00,2025-11-21T19:56:00+00:00,CALL,SPXW-20251121-06605.000-C,1.4148059616088868,2950.0,1,1,0,180.0,180.0,0.0,264160.0,264340.0,0.000681,6820.0,2950.0,,False,False
684,2025-11-21,2025-11,q4_2025,test,2025-11-21T19:59:00+00:00,2025-11-21T20:02:00+00:00,CALL,SPXW-20251121-06610.000-C,1.6065291891098024,2370.0,1,1,0,400.0,400.0,0.0,264340.0,264740.0,0.001511,7000.0,2370.0,,False,False
685,2025-11-24,2025-11,q4_2025,test,2025-11-24T15:00:00+00:00,2025-11-24T15:07:00+00:00,CALL,SPXW-20251124-06635.000-C,1.1371775398254396,3329.9999999999995,1,1,0,1020.0,1020.0,0.0,264740.0,265760.0,0.003838,0.0,3329.9999999999995,,False,False
686,2025-11-24,2025-11,q4_2025,test,2025-11-24T15:27:00+00:00,2025-11-24T15:30:00+00:00,CALL,SPXW-20251124-06640.000-C,0.8860216865539552,3429.9999999999995,1,1,0,430.0,430.0,0.0,265760.0,266190.0,0.001615,1020.0,3429.9999999999995,,False,False
687,2025-11-24,2025-11,q4_2025,test,2025-11-24T15:31:00+00:00,2025-11-24T15:46:00+00:00,CALL,SPXW-20251124-06650.000-C,1.4593837389945985,3000.0,1,1,0,1040.0,1040.0,0.0,266190.0,267230.0,0.003892,1450.0,3000.0,,False,False
688,2025-11-24,2025-11,q4_2025,test,2025-11-24T19:33:00+00:00,2025-11-24T19:39:00+00:00,CALL,SPXW-20251124-06675.000-C,1.6805669794082643,2640.0,1,1,0,210.0,210.0,0.0,267230.0,267440.0,0.000785,2490.0,2640.0,,False,False
689,2025-11-25,2025-11,q4_2025,test,2025-11-25T15:00:00+00:00,2025-11-25T15:02:00+00:00,CALL,SPXW-20251125-06680.000-C,1.00813849067688,3279.9999999999995,1,1,0,-390.0,-390.0,0.0,267440.0,267050.0,0.0,0.0,3279.9999999999995,,False,False
690,2025-11-25,2025-11,q4_2025,test,2025-11-25T15:02:00+00:00,2025-11-25T15:05:00+00:00,PUT,SPXW-20251125-06695.000-P,1.205531729221344,1710.0000000000002,1,1,0,1080.0,1080.0,0.0,267050.0,268130.0,0.004028,-390.0,1710.0000000000002,,False,False
691,2025-11-25,2025-11,q4_2025,test,2025-11-25T15:27:00+00:00,2025-11-25T15:36:00+00:00,PUT,SPXW-20251125-06715.000-P,1.0254993567466735,3080.0,1,1,0,-790.0,-790.0,0.0,268130.0,267340.0,0.0,690.0,3080.0,,False,False
692,2025-11-26,2025-11,q4_2025,test,2025-11-26T15:00:00+00:00,2025-11-26T15:08:00+00:00,PUT,SPXW-20251126-06810.000-P,1.1027374992370607,2820.0,1,1,0,-430.0,-430.0,0.0,267340.0,266910.0,0.002946,0.0,2820.0,,False,False
693,2025-11-26,2025-11,q4_2025,test,2025-11-26T15:25:00+00:00,2025-11-26T15:50:00+00:00,PUT,SPXW-20251126-06810.000-P,0.6374786624908448,2720.0,1,1,0,-990.0,-990.0,0.0,266910.0,265920.0,0.00455,-430.0,2720.0,,False,False
694,2025-11-28,2025-11,q4_2025,test,2025-11-28T15:07:00+00:00,2025-11-28T15:11:00+00:00,CALL,SPXW-20251128-06815.000-C,1.059537483215332,2030.0,1,1,0,30.0,30.0,0.0,265920.0,265950.0,0.008242,0.0,2030.0,,False,False
695,2025-11-28,2025-11,q4_2025,test,2025-11-28T15:32:00+00:00,2025-11-28T15:36:00+00:00,CALL,SPXW-20251128-06820.000-C,1.206707907676697,1830.0,1,1,0,180.0,180.0,0.0,265950.0,266130.0,0.00813,30.0,1830.0,,False,False
696,2025-11-28,2025-11,q4_2025,test,2025-11-28T16:24:00+00:00,2025-11-28T16:30:00+00:00,CALL,SPXW-20251128-06815.000-C,2.2215391526222232,2450.0,1,2,1,-180.0,-360.0,-180.0,266130.0,265770.0,0.007459,210.0,4900.0,,True,False
697,2025-12-01,2025-12,q4_2025,test,2025-12-01T15:02:00+00:00,2025-12-01T15:06:00+00:00,PUT,SPXW-20251201-06840.000-P,0.6891386041641236,2030.0,1,1,0,310.0,310.0,0.0,265770.0,266080.0,0.008802,0.0,2030.0,,False,False
698,2025-12-01,2025-12,q4_2025,test,2025-12-01T15:27:00+00:00,2025-12-01T15:36:00+00:00,PUT,SPXW-20251201-06845.000-P,2.1122315654754638,3370.0000000000005,1,1,0,640.0,640.0,0.0,266080.0,266720.0,0.007646,310.0,3370.0000000000005,,False,False
699,2025-12-01,2025-12,q4_2025,test,2025-12-01T15:36:00+00:00,2025-12-01T15:43:00+00:00,CALL,SPXW-20251201-06790.000-C,1.0940859446525575,2550.0,1,1,0,650.0,650.0,0.0,266720.0,267370.0,0.005259,950.0,2550.0,,False,False
700,2025-12-02,2025-12,q4_2025,test,2025-12-02T15:00:00+00:00,2025-12-02T15:06:00+00:00,CALL,SPXW-20251202-06810.000-C,1.8371369371414186,3229.9999999999995,1,1,0,630.0,630.0,0.0,267370.0,268000.0,0.002834,0.0,3229.9999999999995,,False,False
701,2025-12-02,2025-12,q4_2025,test,2025-12-02T15:27:00+00:00,2025-12-02T15:31:00+00:00,PUT,SPXW-20251202-06855.000-P,0.20405466651916515,2100.0,1,1,0,690.0,690.0,0.0,268000.0,268690.0,0.002568,630.0,2100.0,,False,False
702,2025-12-02,2025-12,q4_2025,test,2025-12-02T15:32:00+00:00,2025-12-02T15:40:00+00:00,PUT,SPXW-20251202-06855.000-P,0.49202556705474865,2820.0,1,1,0,200.0,200.0,0.0,268690.0,268890.0,0.000744,1320.0,2820.0,,False,False
703,2025-12-03,2025-12,q4_2025,test,2025-12-03T15:01:00+00:00,2025-12-03T15:06:00+00:00,CALL,SPXW-20251203-06805.000-C,1.1457145342826844,2900.0,1,1,0,410.0,410.0,0.0,268890.0,269300.0,0.001522,0.0,2900.0,,False,False
704,2025-12-03,2025-12,q4_2025,test,2025-12-03T15:10:00+00:00,2025-12-03T15:19:00+00:00,CALL,SPXW-20251203-06805.000-C,2.266887230634689,2840.0,1,2,1,470.0,940.0,470.0,269300.0,270240.0,0.003478,410.0,5680.0,,True,False
705,2025-12-03,2025-12,q4_2025,test,2025-12-03T15:26:00+00:00,2025-12-03T15:32:00+00:00,CALL,SPXW-20251203-06815.000-C,0.6687999496459962,2480.0,1,1,0,-220.0,-220.0,0.0,270240.0,270020.0,0.0,1350.0,2480.0,,False,False
706,2025-12-03,2025-12,q4_2025,test,2025-12-03T15:33:00+00:00,2025-12-03T15:38:00+00:00,CALL,SPXW-20251203-06800.000-C,0.8233391771316527,3500.0,1,1,0,810.0,810.0,0.0,270020.0,270830.0,0.002991,1130.0,3500.0,,False,False
707,2025-12-03,2025-12,q4_2025,test,2025-12-03T15:39:00+00:00,2025-12-03T15:47:00+00:00,CALL,SPXW-20251203-06815.000-C,1.2418419847488404,2690.0,1,1,0,380.0,380.0,0.0,270830.0,271210.0,0.001401,1940.0,2690.0,,False,False
708,2025-12-04,2025-12,q4_2025,test,2025-12-04T15:00:00+00:00,2025-12-04T15:08:00+00:00,PUT,SPXW-20251204-06870.000-P,0.8842194805145265,3150.0,1,1,0,-40.0,-40.0,0.0,271210.0,271170.0,0.0,0.0,3150.0,,False,False
709,2025-12-04,2025-12,q4_2025,test,2025-12-04T15:25:00+00:00,2025-12-04T15:28:00+00:00,PUT,SPXW-20251204-06840.000-P,1.5047156343460084,1270.0,1,1,0,80.0,80.0,0.0,271170.0,271250.0,0.000295,-40.0,1270.0,,False,False
710,2025-12-04,2025-12,q4_2025,test,2025-12-04T15:29:00+00:00,2025-12-04T15:43:00+00:00,CALL,SPXW-20251204-06830.000-C,1.8490409383773805,2510.0,1,1,0,580.0,580.0,0.0,271250.0,271830.0,0.002134,40.0,2510.0,,False,False
711,2025-12-04,2025-12,q4_2025,test,2025-12-04T16:05:00+00:00,2025-12-04T16:12:00+00:00,PUT,SPXW-20251204-06850.000-P,0.4408286342620853,1830.0,1,1,0,-60.0,-60.0,0.0,271830.0,271770.0,0.0,620.0,1830.0,,False,False
712,2025-12-04,2025-12,q4_2025,test,2025-12-04T16:16:00+00:00,2025-12-04T16:25:00+00:00,CALL,SPXW-20251204-06830.000-C,1.430697632789612,2010.0,1,1,0,430.0,430.0,0.0,271770.0,272200.0,0.00158,560.0,2010.0,,False,False
713,2025-12-04,2025-12,q4_2025,test,2025-12-04T19:21:00+00:00,2025-12-04T19:24:00+00:00,PUT,SPXW-20251204-06845.000-P,3.297024322509766,1370.0,1,3,2,450.0,1350.0,900.0,272200.0,273550.0,0.004935,990.0,4110.0,,True,False
714,2025-12-05,2025-12,q4_2025,test,2025-12-05T15:01:00+00:00,2025-12-05T15:08:00+00:00,CALL,SPXW-20251205-06855.000-C,1.3657547960281373,3180.0,1,1,0,530.0,530.0,0.0,273550.0,274080.0,0.001934,0.0,3180.0,,False,False
715,2025-12-05,2025-12,q4_2025,test,2025-12-05T15:21:00+00:00,2025-12-05T15:26:00+00:00,CALL,SPXW-20251205-06865.000-C,1.4849119911193849,3110.0,1,1,0,70.0,70.0,0.0,274080.0,274150.0,0.000255,530.0,3110.0,,False,False
716,2025-12-05,2025-12,q4_2025,test,2025-12-05T15:28:00+00:00,2025-12-05T15:33:00+00:00,CALL,SPXW-20251205-06870.000-C,1.3476818928718568,2420.0,1,1,0,460.0,460.0,0.0,274150.0,274610.0,0.001675,600.0,2420.0,,False,False
717,2025-12-05,2025-12,q4_2025,test,2025-12-05T15:44:00+00:00,2025-12-05T15:49:00+00:00,CALL,SPXW-20251205-06860.000-C,0.6176381835937499,3260.0,1,1,0,360.0,360.0,0.0,274610.0,274970.0,0.001309,1060.0,3260.0,,False,False
718,2025-12-05,2025-12,q4_2025,test,2025-12-05T15:53:00+00:00,2025-12-05T16:01:00+00:00,CALL,SPXW-20251205-06870.000-C,1.9140538105964662,1990.0,1,1,0,-120.0,-120.0,0.0,274970.0,274850.0,0.0,1420.0,1990.0,,False,False
719,2025-12-05,2025-12,q4_2025,test,2025-12-05T16:09:00+00:00,2025-12-05T16:17:00+00:00,PUT,SPXW-20251205-06895.000-P,0.8256521949768068,2140.0,1,1,0,480.0,480.0,0.0,274850.0,275330.0,0.001743,1300.0,2140.0,,False,False
720,2025-12-05,2025-12,q4_2025,test,2025-12-05T16:18:00+00:00,2025-12-05T16:25:00+00:00,PUT,SPXW-20251205-06890.000-P,0.7118885049819947,2110.0,1,1,0,-160.0,-160.0,0.0,275330.0,275170.0,0.0,1780.0,2110.0,,False,False
721,2025-12-08,2025-12,q4_2025,test,2025-12-08T15:05:00+00:00,2025-12-08T15:12:00+00:00,PUT,SPXW-20251208-06880.000-P,1.0870582590103153,1780.0,1,1,0,450.0,450.0,0.0,275170.0,275620.0,0.001633,0.0,1780.0,,False,False
722,2025-12-08,2025-12,q4_2025,test,2025-12-08T15:13:00+00:00,2025-12-08T15:27:00+00:00,PUT,SPXW-20251208-06895.000-P,1.250395489692688,3429.9999999999995,1,1,0,920.0,920.0,0.0,275620.0,276540.0,0.003327,450.0,3429.9999999999995,,False,False
723,2025-12-08,2025-12,q4_2025,test,2025-12-08T15:30:00+00:00,2025-12-08T15:45:00+00:00,PUT,SPXW-20251208-06870.000-P,0.2909408340454105,1910.0,1,1,0,280.0,280.0,0.0,276540.0,276820.0,0.001011,1370.0,1910.0,,False,False
724,2025-12-08,2025-12,q4_2025,test,2025-12-08T15:58:00+00:00,2025-12-08T16:11:00+00:00,PUT,SPXW-20251208-06880.000-P,0.7209839353561402,3090.0,1,1,0,380.0,380.0,0.0,276820.0,277200.0,0.001371,1650.0,3090.0,,False,False
725,2025-12-09,2025-12,q4_2025,test,2025-12-09T15:00:00+00:00,2025-12-09T15:05:00+00:00,CALL,SPXW-20251209-06840.000-C,1.3003404865264894,2150.0,1,1,0,50.0,50.0,0.0,277200.0,277250.0,0.00018,0.0,2150.0,,False,False
726,2025-12-09,2025-12,q4_2025,test,2025-12-09T15:09:00+00:00,2025-12-09T15:15:00+00:00,CALL,SPXW-20251209-06825.000-C,0.9478128681182862,3030.0,1,1,0,70.0,70.0,0.0,277250.0,277320.0,0.000252,50.0,3030.0,,False,False
727,2025-12-09,2025-12,q4_2025,test,2025-12-09T15:27:00+00:00,2025-12-09T15:36:00+00:00,PUT,SPXW-20251209-06860.000-P,1.3056103715896608,1410.0,1,1,0,-60.0,-60.0,0.0,277320.0,277260.0,0.0,120.0,1410.0,,False,False
728,2025-12-09,2025-12,q4_2025,test,2025-12-09T15:36:00+00:00,2025-12-09T15:40:00+00:00,CALL,SPXW-20251209-06830.000-C,1.2803322801589967,2480.0,1,1,0,-10.0,-10.0,0.0,277260.0,277250.0,0.000216,60.0,2480.0,,False,False
729,2025-12-09,2025-12,q4_2025,test,2025-12-09T15:55:00+00:00,2025-12-09T16:01:00+00:00,CALL,SPXW-20251209-06830.000-C,1.8428926000595094,2680.0,1,1,0,200.0,200.0,0.0,277250.0,277450.0,0.000721,50.0,2680.0,,False,False
