date,fold,strategy_label,paired_trade_id,bar_entry,side,strike,contract_idx,delta_at_entry,spread_at_entry,context_spread_at_entry,entry_mid,trigger_vwap_dist_min_prior,trigger_vwap_dist_now,first15_acceptance_at_entry,bar_delta_at_entry,bar_exit,exit_mid,bars_held,exit_reason,gross_pct,spread_cost_pct,net_pct,net_pnl_dollars,vix_regime_at_entry,predicted_net_pct,score_rank_in_day,n_candidates_in_day,coverage,argmax_pred,threshold_used
2024-12-19,0,strategy,-1,114,C,5910.0,195,0.5231439471244812,0.019999999552965164,0.05183098465204239,17.600000381469727,0.0,0.000604640634264797,-1.0,0.3263888955116272,120,18.0,6,time_stop,0.022727250560256557,0.006360000157356262,0.016367250402900296,28.806361333465574,0.33000001311302185,0.008375796123471365,1,142,0.8,0.008375796123471365,-0.004964548353412292
2024-12-23,0,strategy,-1,119,C,5935.0,152,0.47203364968299866,0.023333333432674408,0.0670304000377655,9.899999618530273,0.0,0.0007044752710498869,-0.9568567276000977,-0.31707316637039185,120,9.5,1,time_stop,-0.0404040034286038,0.006,-0.0464040034286038,-45.93996162414551,-0.33000001311302185,0.00020328743320675125,1,138,0.8,0.00020328743320675125,-0.004964548353412292
2024-12-26,0,strategy,-1,90,C,6035.0,169,0.47617456316947937,0.06159999966621399,0.1617647111415863,7.5,0.0,0.001358059816993773,1.0,-0.7081544995307922,91,8.399999618530273,1,target_first15,0.11999994913736979,0.006,0.11399994913736979,85.49996185302734,-0.33000001311302185,0.0011827771387540086,1,175,0.8,0.0011827771387540086,-0.004964548353412292
2024-12-30,0,strategy,-1,72,C,5890.0,132,0.4946252107620239,0.04948275908827782,0.1466905176639557,14.5,0.0,0.0006682520033791661,-0.6229549646377563,0.48461538553237915,78,11.369999885559082,6,stop_vwap,-0.21586207685799436,0.006,-0.22186207685799436,-321.70001144409184,-0.33000001311302185,-0.0039896052445693555,1,164,0.8,-0.0039896052445693555,-0.004964548353412292
2024-12-31,0,strategy,-1,34,C,5925.0,205,0.4886167049407959,0.035573769360780716,0.11231712996959686,18.299999237060547,0.0,0.00018560209718998522,0.27507755160331726,-0.791208803653717,36,16.5,2,stop_vwap,-0.09836061814774552,0.008,-0.10636061814774553,-194.63992309570312,-0.33000001311302185,0.0026699724824353122,1,178,0.8,0.0026699724824353122,-0.004964548353412292
2025-01-02,0,strategy,-1,86,C,5905.0,143,0.5149269700050354,0.03736486658453941,0.10740992426872253,14.800000190734863,0.0,-0.0010832230327650905,0.10100413113832474,0.14399999380111694,87,13.800000190734863,1,stop_vwap,-0.06756756669679118,0.006,-0.07356756669679118,-108.88000011444092,-0.33000001311302185,0.0012130061896681189,1,134,0.8,0.0012130061896681189,-0.004964548353412292
2025-01-03,0,strategy,-1,64,C,5910.0,175,0.4911535680294037,0.03804347664117813,0.1149425283074379,13.800000190734863,0.0,0.0006853240192867815,0.26483678817749023,0.08368200808763504,93,18.899999618530273,29,target_first15,0.3695651708193078,0.006,0.3635651708193078,501.71994266510006,-0.33000001311302185,0.0011035160509555073,1,160,0.8,0.0011035160509555073,-0.004964548353412292
2025-01-06,0,strategy,-1,75,C,6010.0,167,0.525170624256134,0.05157894641160965,0.15909090638160706,9.5,0.0,0.0018228581175208092,1.0,0.954356849193573,76,9.390000343322754,1,target_first15,-0.0115789112291838,0.006,-0.0175789112291838,-16.69996566772461,-0.33000001311302185,0.00046346956832657546,1,162,0.8,0.00046346956832657546,-0.004964548353412292
2025-01-07,0,strategy,-1,119,C,5955.0,139,0.5020822286605835,0.05129310488700867,0.14345991611480713,11.600000381469727,0.0,-0.0013872673735022545,-1.0,-0.5338541865348816,120,8.699999809265137,1,stop_vwap,-0.2500000411066502,0.006,-0.2560000411066502,-296.9600574493408,-0.33000001311302185,-0.004502228524504604,1,88,0.8,-0.004502228524504604,-0.004964548353412292
2025-01-08,0,strategy,-1,109,C,5905.0,140,0.4975437819957733,0.019999999552965164,0.029197080060839653,13.699999809265137,0.0,0.0008666717330925167,0.2032710313796997,0.75,110,15.5,1,target_first15,0.13138687706532273,0.006,0.12538687706532273,171.78001918792725,-0.33000001311302185,0.00640843123394154,1,178,0.8,0.00640843123394154,-0.004964548353412292
2025-01-10,0,strategy,-1,68,C,5850.0,179,0.4808879792690277,0.03370370343327522,0.09580838680267334,13.5,0.0,0.0007474566227756441,-1.0,0.4009900987148285,73,11.779999732971191,5,stop_vwap,-0.12740742718731915,0.006,-0.13340742718731916,-180.10002670288085,-0.33000001311302185,-0.002601286322217516,1,170,0.8,-0.002601286322217516,-0.004964548353412292
2025-01-13,0,strategy,-1,64,C,5790.0,122,0.496803879737854,0.02664516121149063,0.07356608659029007,15.5,0.0,0.000552650133613497,0.9678042531013489,-0.8071428537368774,65,16.200000762939453,1,target_first15,0.045161339544480844,0.006360000157356262,0.03880133938712458,60.1420760500431,0.33000001311302185,5.5282627951842716e-05,1,180,0.8,5.5282627951842716e-05,-0.004964548353412292
2025-01-14,0,strategy,-1,45,C,5865.0,155,0.5039198398590088,0.020723683759570122,0.06101695075631142,15.199999809265137,0.0,0.0007924041128717363,0.012820512987673283,0.9951691031455994,51,12.600000381469727,6,stop_vwap,-0.17105259608033577,0.008,-0.17905259608033577,-272.1599426269532,-0.33000001311302185,0.00463964034982058,1,172,0.8,0.00463964034982058,-0.004964548353412292
2025-01-16,0,strategy,-1,93,C,5960.0,148,0.4941514730453491,0.022361110895872116,0.06304248422384262,10.800000190734863,0.0,0.0013258530525490642,0.16870415210723877,0.06172839552164078,98,13.279999732971191,5,target_first15,0.22962958318870008,0.006,0.22362958318870008,241.51995410919187,-0.33000001311302185,0.004302535459575891,1,162,0.8,0.004302535459575891,-0.004964548353412292
2025-01-17,0,strategy,-1,49,C,5995.0,284,0.49351486563682556,0.03224121406674385,0.08806173503398895,10.529999732971191,0.0,0.0006622066139243543,0.37482836842536926,-0.5652173757553101,51,8.899999618530273,2,stop_vwap,-0.15479583625601764,0.008,-0.16279583625601765,-171.42401123046878,-0.33000001311302185,-0.0013039930527031667,1,176,0.8,-0.0013039930527031667,-0.004964548353412292
2025-01-21,0,strategy,-1,92,P,6020.0,205,-0.46555590629577637,0.026538461446762085,0.1004566177725792,9.100000381469727,0.0,-0.00041175607475452125,-0.2383503019809723,-0.8623188138008118,95,7.400000095367432,3,stop_vwap,-0.18681321042183632,0.006,-0.19281321042183633,-175.46002883911132,-0.33000001311302185,0.010890054913620916,1,172,0.8,0.010890054913620916,-0.004964548353412292
2025-01-23,0,strategy,-1,114,C,6095.0,164,0.5419700145721436,0.06086956337094307,0.1599999964237213,6.900000095367432,0.0,0.0019597040954977274,1.0,-0.5227272510528564,115,6.099999904632568,1,target_first15,-0.11594205502576338,0.006,-0.12194205502576339,-84.1400191307068,-1.0,-0.00489076335866368,1,165,0.8,-0.00489076335866368,-0.004964548353412292
2025-01-24,0,strategy,-1,31,C,6125.0,221,0.47101086378097534,0.0822959914803505,0.17228464782238007,7.230000019073486,0.0,2.8810061849071644e-05,0.18333333730697632,-0.7773279547691345,32,6.900000095367432,1,stop_vwap,-0.04564314285414672,0.008,-0.05364314285414672,-38.78399238586426,-1.0,-0.002771620367413757,1,169,0.8,-0.002771620367413757,-0.004964548353412292
